trip_id,duration,start_date,start_station,start_terminal,end_date,end_station,end_terminal,bike#,subscriber_type,zip_code,day
997670,321,11/4/2015 17:28,SJSU 4th at San Carlos,12,11/4/2015 17:33,St James Park,13,226,Subscriber,95112,Weekday
997673,3365,11/4/2015 17:28,Commercial at Montgomery,45,11/4/2015 18:24,Commercial at Montgomery,45,628,Customer,20010,Weekday
997674,673,11/4/2015 17:28,Powell Street BART,39,11/4/2015 17:39,San Francisco Caltrain 2 (330 Townsend),69,583,Subscriber,94107,Weekday
997677,355,11/4/2015 17:29,Embarcadero at Folsom,51,11/4/2015 17:35,Davis at Jackson,42,440,Subscriber,94103,Weekday
997680,357,11/4/2015 17:29,San Francisco Caltrain 2 (330 Townsend),69,11/4/2015 17:35,Yerba Buena Center of the Arts (3rd @ Howard),68,456,Subscriber,94105,Weekday
997682,700,11/4/2015 17:30,Davis at Jackson,42,11/4/2015 17:41,San Francisco Caltrain (Townsend at 4th),70,449,Subscriber,95014,Weekday
997683,621,11/4/2015 17:30,Powell Street BART,39,11/4/2015 17:40,San Francisco Caltrain (Townsend at 4th),70,320,Subscriber,94403,Weekday
997685,588,11/4/2015 17:30,Steuart at Market,74,11/4/2015 17:40,San Francisco Caltrain (Townsend at 4th),70,537,Subscriber,94403,Weekday
997686,1670,11/4/2015 17:30,Powell at Post (Union Square),71,11/4/2015 17:58,South Van Ness at Market,66,458,Customer,34234,Weekday
997687,493,11/4/2015 17:31,2nd at Townsend,61,11/4/2015 17:39,Temporary Transbay Terminal (Howard at Beale),55,690,Subscriber,94608,Weekday
997688,507,11/4/2015 17:31,Mechanics Plaza (Market at Battery),75,11/4/2015 17:40,2nd at South Park,64,288,Subscriber,94114,Weekday
997689,1082,11/4/2015 17:31,Harry Bridges Plaza (Ferry Building),50,11/4/2015 17:49,San Francisco Caltrain (Townsend at 4th),70,188,Subscriber,94087,Weekday
997690,695,11/4/2015 17:31,Commercial at Montgomery,45,11/4/2015 17:43,San Francisco Caltrain 2 (330 Townsend),69,372,Subscriber,94087,Weekday
997691,212,11/4/2015 17:32,San Francisco Caltrain (Townsend at 4th),70,11/4/2015 17:35,2nd at South Park,64,497,Subscriber,94105,Weekday
997692,460,11/4/2015 17:32,2nd at Folsom,62,11/4/2015 17:40,Steuart at Market,74,451,Subscriber,94949,Weekday
997693,617,11/4/2015 17:32,2nd at Townsend,61,11/4/2015 17:42,Davis at Jackson,42,623,Subscriber,94111,Weekday
997694,532,11/4/2015 17:33,South Van Ness at Market,66,11/4/2015 17:41,Market at 4th,76,593,Subscriber,94618,Weekday
997695,239,11/4/2015 17:33,Temporary Transbay Terminal (Howard at Beale),55,11/4/2015 17:37,2nd at Folsom,62,552,Subscriber,94158,Weekday
997696,494,11/4/2015 17:33,Broadway St at Battery St,82,11/4/2015 17:41,Post at Kearny,47,351,Subscriber,94608,Weekday
997697,384,11/4/2015 17:33,Market at 4th,76,11/4/2015 17:39,2nd at Folsom,62,336,Subscriber,94107,Weekday
997698,340,11/4/2015 17:33,Davis at Jackson,42,11/4/2015 17:39,Temporary Transbay Terminal (Howard at Beale),55,512,Subscriber,94611,Weekday
997699,1024,11/4/2015 17:33,Embarcadero at Sansome,60,11/4/2015 17:50,San Francisco Caltrain 2 (330 Townsend),69,601,Subscriber,94306,Weekday
997700,490,11/4/2015 17:33,5th at Howard,57,11/4/2015 17:41,Temporary Transbay Terminal (Howard at Beale),55,394,Subscriber,94608,Weekday
997701,711,11/4/2015 17:33,San Jose Diridon Caltrain Station,2,11/4/2015 17:45,MLK Library,11,667,Subscriber,95113,Weekday
997702,353,11/4/2015 17:34,Mechanics Plaza (Market at Battery),75,11/4/2015 17:40,Powell at Post (Union Square),71,671,Subscriber,94941,Weekday
997703,542,11/4/2015 17:34,Embarcadero at Folsom,51,11/4/2015 17:43,San Francisco Caltrain 2 (330 Townsend),69,524,Subscriber,94303,Weekday
997704,327,11/4/2015 17:35,2nd at Folsom,62,11/4/2015 17:40,Temporary Transbay Terminal (Howard at Beale),55,421,Subscriber,94610,Weekday
997705,528,11/4/2015 17:35,2nd at South Park,64,11/4/2015 17:44,Temporary Transbay Terminal (Howard at Beale),55,187,Subscriber,94609,Weekday
997706,748,11/4/2015 17:35,5th at Howard,57,11/4/2015 17:48,Townsend at 7th,65,382,Subscriber,94103,Weekday
997707,360,11/4/2015 17:35,2nd at Folsom,62,11/4/2015 17:41,San Francisco Caltrain (Townsend at 4th),70,479,Subscriber,94403,Weekday
997708,338,11/4/2015 17:35,2nd at South Park,64,11/4/2015 17:41,Market at Sansome,77,497,Subscriber,94610,Weekday
